timestamp,hour,day_type,month,h0_kwh_per_hour
2025-01-04T21:00,21,SA,1,134.2963866558398950265932971448938878448
2025-01-04T22:00,22,SA,1,123.4474913069570998798643558028232276435
2025-01-04T23:00,23,SA,1,102.9453422047763404342183944738999585868
2025-01-05T00:00,0,SU,1,86.78415316696764273502526319093167494383
2025-01-05T01:00,1,SU,1,74.78367671680967549869522506619706244135
2025-01-05T02:00,2,SU,1,67.60081476946462384764421009050268865295
2025-01-05T03:00,3,SU,1,63.88371124952250315494919160593869652935
2025-01-05T04:00,4,SU,1,62.24446058622906253696919557705096616666
2025-01-05T05:00,5,SU,1,62.72311777441126450116860797888867851447
2025-01-05T06:00,6,SU,1,69.71371574658689611639057027434698374476
2025-01-05T07:00,7,SU,1,85.30311973324070402152959176348820933208
2025-01-05T08:00,8,SU,1,108.3117101367186423717595054811139763105
2025-01-05T09:00,9,SU,1,129.6129563856973038413199670122684053119
2025-01-05T10:00,10,SU,1,148.0322457568760128988178576386342649890
2025-01-05T11:00,11,SU,1,168.7857399515959620788028409609911445045
2025-01-05T12:00,12,SU,1,165.4311341348378520786605155506222399748
2025-01-05T13:00,13,SU,1,153.1212328496415994721680957686327046367
2025-01-05T14:00,14,SU,1,144.7837856764093535434561550621456899758
2025-01-05T15:00,15,SU,1,142.3444364914473368388750491816505701447
2025-01-05T16:00,16,SU,1,149.7015376662896753973961431488088810639
2025-01-05T17:00,17,SU,1,172.6270139555016665446374559682075975719
2025-01-05T18:00,18,SU,1,180.5929510517138352166172167561134589251
2025-01-05T19:00,19,SU,1,170.5591748475597270967885300062936310484
2025-01-05T20:00,20,SU,1,152.2981027059475199437749639813720361222
2025-01-05T21:00,21,SU,1,134.1141364293772156176303409584201145240
2025-01-05T22:00,22,SU,1,118.3464877157434245542748018803100337110
2025-01-05T23:00,23,SU,1,95.32487943894672338911896272079328292393
2025-01-06T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-06T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-06T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-06T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-06T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-06T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-06T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-06T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-06T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-06T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-06T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-06T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-06T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-06T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-06T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-06T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-06T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-06T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-06T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-06T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-06T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-06T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-06T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-06T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-07T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-07T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-07T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-07T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-07T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-07T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-07T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-07T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-07T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-07T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-07T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-07T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-07T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-07T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-07T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-07T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-07T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-07T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-07T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-07T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-07T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-07T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-07T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-07T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-08T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-08T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-08T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-08T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-08T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-08T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-08T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-08T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-08T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-08T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-08T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-08T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-08T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-08T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-08T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-08T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-08T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-08T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-08T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-08T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-08T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-08T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-08T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-08T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-09T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-09T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-09T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-09T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-09T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-09T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-09T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-09T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-09T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-09T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-09T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-09T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-09T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-09T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-09T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-09T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-09T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-09T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-09T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-09T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-09T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-09T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-09T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-09T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-10T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-10T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-10T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-10T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-10T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-10T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-10T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-10T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-10T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-10T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-10T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-10T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-10T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-10T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-10T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-10T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-10T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-10T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-10T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-10T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-10T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-10T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-10T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-10T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-11T00:00,0,SA,1,81.71919907109823366615365664596274386593
2025-01-11T01:00,1,SA,1,69.22905030918064977607149997625189425450
2025-01-11T02:00,2,SA,1,63.28088357737671741761018268144852323776
2025-01-11T03:00,3,SA,1,60.83152064370796008616298030719110816924
2025-01-11T04:00,4,SA,1,60.74840652944201288317437940896405769881
2025-01-11T05:00,5,SA,1,61.79985014364977870411451125400505762601
2025-01-11T06:00,6,SA,1,72.59667399925752259113975082851178259277
2025-01-11T07:00,7,SA,1,92.92057837445829887856919456846619642373
2025-01-11T08:00,8,SA,1,114.5282453338632235302322088087468596896
2025-01-11T09:00,9,SA,1,127.8184926174493835069154753300650987695
2025-01-11T10:00,10,SA,1,138.0054791768166232177954384344480437784
2025-01-11T11:00,11,SA,1,151.7944111459984664124103103451285856809
2025-01-11T12:00,12,SA,1,151.3257677065230050750769944370531685705
2025-01-11T13:00,13,SA,1,145.0381348935605654658550060037079890058
2025-01-11T14:00,14,SA,1,141.2869846280155266418152594403521930751
2025-01-11T15:00,15,SA,1,141.1838430163360981850944655546005521298
2025-01-11T16:00,16,SA,1,149.9118263891312285615841695178170810493
2025-01-11T17:00,17,SA,1,170.0634942865760660669167535650600167970
2025-01-11T18:00,18,SA,1,176.7136248027225163686914350726002839556
2025-01-11T19:00,19,SA,1,166.5536753648634763503499325013755360876
2025-01-11T20:00,20,SA,1,148.8303415288032408600457481914891954099
2025-01-11T21:00,21,SA,1,134.2963866558398950265932971448938878448
2025-01-11T22:00,22,SA,1,123.4474913069570998798643558028232276435
2025-01-11T23:00,23,SA,1,102.9453422047763404342183944738999585868
2025-01-12T00:00,0,SU,1,86.78415316696764273502526319093167494383
2025-01-12T01:00,1,SU,1,74.78367671680967549869522506619706244135
2025-01-12T02:00,2,SU,1,67.60081476946462384764421009050268865295
2025-01-12T03:00,3,SU,1,63.88371124952250315494919160593869652935
2025-01-12T04:00,4,SU,1,62.24446058622906253696919557705096616666
2025-01-12T05:00,5,SU,1,62.72311777441126450116860797888867851447
2025-01-12T06:00,6,SU,1,69.71371574658689611639057027434698374476
2025-01-12T07:00,7,SU,1,85.30311973324070402152959176348820933208
2025-01-12T08:00,8,SU,1,108.3117101367186423717595054811139763105
2025-01-12T09:00,9,SU,1,129.6129563856973038413199670122684053119
2025-01-12T10:00,10,SU,1,148.0322457568760128988178576386342649890
2025-01-12T11:00,11,SU,1,168.7857399515959620788028409609911445045
2025-01-12T12:00,12,SU,1,165.4311341348378520786605155506222399748
2025-01-12T13:00,13,SU,1,153.1212328496415994721680957686327046367
2025-01-12T14:00,14,SU,1,144.7837856764093535434561550621456899758
2025-01-12T15:00,15,SU,1,142.3444364914473368388750491816505701447
2025-01-12T16:00,16,SU,1,149.7015376662896753973961431488088810639
2025-01-12T17:00,17,SU,1,172.6270139555016665446374559682075975719
2025-01-12T18:00,18,SU,1,180.5929510517138352166172167561134589251
2025-01-12T19:00,19,SU,1,170.5591748475597270967885300062936310484
2025-01-12T20:00,20,SU,1,152.2981027059475199437749639813720361222
2025-01-12T21:00,21,SU,1,134.1141364293772156176303409584201145240
2025-01-12T22:00,22,SU,1,118.3464877157434245542748018803100337110
2025-01-12T23:00,23,SU,1,95.32487943894672338911896272079328292393
2025-01-13T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-13T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-13T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-13T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-13T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-13T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-13T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-13T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-13T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-13T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-13T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-13T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-13T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-13T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-13T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-13T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-13T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-13T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-13T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-13T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-13T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-13T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-13T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-13T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-14T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-14T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-14T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-14T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-14T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-14T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-14T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-14T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-14T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-14T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-14T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-14T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-14T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-14T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-14T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-14T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-14T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-14T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-14T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-14T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-14T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-14T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-14T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-14T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-15T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-15T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-15T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-15T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-15T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-15T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-15T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-15T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-15T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-15T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-15T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-15T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-15T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-15T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-15T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-15T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-15T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-15T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-15T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-15T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-15T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-15T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-15T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-15T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-16T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-16T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-16T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-16T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-16T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-16T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-16T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-16T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-16T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-16T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-16T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-16T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-16T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-16T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-16T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-16T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-16T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-16T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-16T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-16T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-16T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-16T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-16T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-16T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-17T00:00,0,WD,1,74.30401815375679947180920301498312056980
2025-01-17T01:00,1,WD,1,63.87269612594508846539648546280017176821
2025-01-17T02:00,2,WD,1,60.47202706513597158167011618112470914652
2025-01-17T03:00,3,WD,1,59.93929563393737023239378271297060251673
2025-01-17T04:00,4,WD,1,62.56490054484476259668428337744441376352
2025-01-17T05:00,5,WD,1,71.20576430389124951943894784492897411764
2025-01-17T06:00,6,WD,1,92.09544548102287122480284348245306886181
2025-01-17T07:00,7,WD,1,100.1284746935702020967854507785663083056
2025-01-17T08:00,8,WD,1,94.13524609258593691742669926183260872058
2025-01-17T09:00,9,WD,1,90.90481075979141069042397037411616513472
2025-01-17T10:00,10,WD,1,91.75798214960571209941539164266371936136
2025-01-17T11:00,11,WD,1,100.6361717530019518788965430123146768419
2025-01-17T12:00,12,WD,1,105.1153215495270342761015046721893365318
2025-01-17T13:00,13,WD,1,104.2020676674722891059135044410680108807
2025-01-17T14:00,14,WD,1,101.7567102332862280252127406643155139072
2025-01-17T15:00,15,WD,1,105.1273380479751230283408204647040908167
2025-01-17T16:00,16,WD,1,120.0928854901989898797220303924543231139
2025-01-17T17:00,17,WD,1,150.0349954982241382720371563910933124694
2025-01-17T18:00,18,WD,1,166.7689709620583998279710071172648836917
2025-01-17T19:00,19,WD,1,165.1157010505755223323784759971099399967
2025-01-17T20:00,20,WD,1,150.6678644164901458899744547968703714732
2025-01-17T21:00,21,WD,1,134.5136850027761666295875910595356944964
2025-01-17T22:00,22,WD,1,118.9493153878892102916138108048002070026
2025-01-17T23:00,23,WD,1,95.49311041721996592046938381599984291228
2025-01-18T00:00,0,SA,1,81.71919907109823366615365664596274386593
